Datum,IntensivbettenGesamt,IntensivbettenBelegt,IntensivBettenFrei,COVID19FaelleAktuell,COVID19FaelleBeatmet,Quelle
1653131122,23928,20011,3917,800,334,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653134722,23926,20005,3921,801,334,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653138324,23915,19987,3928,801,334,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653141927,23913,19980,3933,802,335,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653149122,23912,19972,3940,803,335,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653159927,23911,19971,3940,803,335,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653167131,23911,19973,3938,803,335,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653170722,23911,19974,3937,802,334,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653174323,23911,19968,3943,801,334,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653181518,23904,19974,3930,803,335,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653185127,23906,19968,3938,804,335,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653188721,23899,19953,3946,805,335,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653195929,23899,19895,4004,803,336,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653195929,23878,19824,4054,798,334,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653203118,23839,19627,4212,808,326,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653206722,23823,19586,4237,815,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653210325,23817,19579,4238,814,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653213913,23810,19577,4233,815,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653221123,23810,19575,4235,814,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653228332,23810,19558,4252,815,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653235521,23811,19561,4250,816,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653239121,23811,19564,4247,816,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653246318,23811,19562,4249,816,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653253516,23814,19568,4246,816,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653257116,23814,19569,4245,816,326,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653260716,23814,19569,4245,817,326,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653264325,23815,19566,4249,816,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653267925,23811,19561,4250,816,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653271524,23813,19557,4256,814,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653275116,23842,19613,4229,818,323,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653278716,23935,19647,4288,818,320,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653282326,24004,19703,4301,805,320,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653289529,24063,19728,4335,795,314,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653296719,24106,19765,4341,794,315,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653303928,24111,19793,4318,788,315,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653307518,24110,19794,4316,789,315,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653311117,24108,19792,4316,788,315,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653318319,24108,19797,4311,788,315,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653329117,24108,19799,4309,788,315,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653339923,24106,19801,4305,788,315,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653343524,24112,19806,4306,788,317,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653347124,24110,19812,4298,789,319,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653350733,24109,19806,4303,790,319,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653357932,24117,19843,4274,788,319,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653361523,24134,19912,4222,771,319,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653365114,24134,20035,4099,759,319,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653368724,24172,20222,3950,756,316,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653372333,24369,20482,3887,746,321,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653379519,24402,20588,3814,741,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653386729,24391,20585,3806,738,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653390327,24391,20592,3799,740,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653393926,24393,20594,3799,738,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653397525,24393,20599,3794,739,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653411929,24393,20600,3793,739,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653422733,24393,20602,3791,739,324,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653429931,24391,20595,3796,738,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653433520,24391,20606,3785,738,325,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653437119,24393,20610,3783,737,323,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653440725,24400,20610,3790,737,323,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653444317,24393,20614,3779,736,322,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653451521,24402,20676,3726,732,321,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653458715,24391,20664,3727,726,315,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653465916,24415,20649,3766,719,312,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653469523,24414,20653,3761,720,313,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653476732,24415,20651,3764,721,313,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653480316,24415,20649,3766,721,313,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653483924,24416,20646,3770,721,313,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653494724,24418,20647,3771,721,313,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653498330,24418,20647,3771,722,313,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653509120,24419,20648,3771,721,313,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653512724,24413,20640,3773,720,311,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653516328,24414,20643,3771,720,311,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653523518,24412,20640,3772,721,312,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653527131,24412,20643,3769,721,312,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653534317,24401,20623,3778,720,312,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653537933,24404,20619,3785,721,313,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653541517,24355,20547,3808,710,300,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653545121,24335,20553,3782,706,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653552322,24318,20448,3870,704,294,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653555916,24318,20457,3861,705,295,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653559523,24319,20446,3873,704,295,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653563128,24323,20450,3873,704,295,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653566733,24321,20452,3869,704,295,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653570326,24319,20450,3869,705,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653577528,24319,20451,3868,705,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653581114,24320,20452,3868,705,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653584729,24319,20450,3869,705,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653599119,24317,20443,3874,705,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653606320,24320,20428,3892,705,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653609924,24320,20433,3887,704,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653613518,24322,20434,3888,705,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653617124,24324,20419,3905,706,296,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653624325,24331,20237,4094,701,293,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653631529,24316,20110,4206,698,291,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653638727,24261,20027,4234,704,287,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653645918,24245,19996,4249,703,287,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653649528,24244,19995,4249,702,286,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653653127,24244,19998,4246,702,286,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653656728,24242,19997,4245,701,286,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653663928,24242,19996,4246,701,286,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653685526,24241,19989,4252,698,283,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653692716,24245,19980,4265,697,283,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653696322,24244,19972,4272,697,283,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653699932,24246,19967,4279,698,283,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653707121,24242,19952,4290,701,283,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653714317,24201,19846,4355,683,274,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653717914,24172,19818,4354,671,272,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653725129,24133,19827,4306,669,272,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653728726,24132,19837,4295,669,272,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653732313,24130,19840,4290,669,272,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653735921,24130,19836,4294,667,272,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653739518,24132,19836,4296,667,272,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653743113,24129,19832,4297,667,272,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653750327,24133,19830,4303,666,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653757522,24131,19831,4300,665,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653761118,24131,19829,4302,665,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653764715,24132,19829,4303,665,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653768321,24132,19825,4307,665,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653775525,24131,19822,4309,663,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653779115,24129,19810,4319,663,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653782722,24129,19811,4318,663,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653789926,24129,19815,4314,661,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653793515,24123,19790,4333,662,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653797121,24110,19754,4356,660,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653800719,24092,19756,4336,662,264,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653804327,24086,19702,4384,665,267,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653807924,24061,19621,4440,658,261,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653811520,24048,19589,4459,656,260,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653815118,24046,19568,4478,657,260,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653818715,24029,19554,4475,656,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653825929,24026,19550,4476,656,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653829515,24039,19564,4475,657,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653840325,24039,19569,4470,657,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653847527,24039,19568,4471,658,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653858314,24040,19567,4473,658,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653861929,24044,19570,4474,658,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653869129,24044,19565,4479,658,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653876323,24049,19581,4468,659,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653883528,24101,19683,4418,654,256,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653887117,24185,19712,4473,656,260,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653890727,24241,19759,4482,659,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653894324,24290,19819,4471,666,257,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653901531,24333,19849,4484,670,257,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653905121,24337,19853,4484,669,257,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653912328,24339,19855,4484,667,257,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653915922,24339,19858,4481,667,257,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653919525,24341,19862,4479,667,257,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653933928,24341,19863,4478,666,257,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653941133,24341,19860,4481,666,257,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653944729,24340,19863,4477,666,258,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653951915,24344,19871,4473,667,258,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653955524,24343,19876,4467,669,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653959122,24343,19880,4463,669,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653962714,24346,19887,4459,670,258,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653969918,24395,20080,4315,675,258,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653973525,24396,20198,4198,681,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653980718,24411,20349,4062,681,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653984323,24414,20385,4029,681,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653987919,24416,20376,4040,684,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653991517,24416,20375,4041,684,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1653998722,24418,20380,4038,685,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654002320,24420,20383,4037,685,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654005929,24421,20387,4034,685,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654013133,24421,20389,4032,685,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654016722,24421,20388,4033,685,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654023916,24421,20389,4032,685,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654031121,24420,20392,4028,684,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654038314,24421,20393,4028,682,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654041917,24425,20395,4030,683,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654045514,24425,20391,4034,682,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654049116,24426,20400,4026,683,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654056322,24419,20481,3938,675,263,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654059916,24443,20542,3901,670,265,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654067122,24436,20587,3849,677,266,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654074317,24430,20566,3864,672,265,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654077922,24432,20564,3868,670,264,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654085121,24427,20560,3867,671,265,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654088723,24427,20563,3864,671,265,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654095921,24427,20564,3863,671,265,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654113923,24427,20568,3859,671,265,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654121115,24425,20551,3874,669,264,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654128317,24433,20556,3877,669,264,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654131918,24434,20558,3876,668,263,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654135519,24434,20580,3854,667,262,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654139120,24432,20568,3864,666,264,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654142722,24421,20519,3902,660,263,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654149914,24388,20462,3926,661,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654153516,24389,20462,3927,655,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654157117,24397,20475,3922,647,271,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654160729,24411,20488,3923,643,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654164331,24411,20483,3928,643,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654167933,24411,20485,3926,644,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654175115,24410,20494,3916,643,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654185927,24410,20493,3917,643,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654193130,24409,20492,3917,643,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654200321,24408,20490,3918,643,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654207515,24408,20487,3921,642,268,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654214716,24408,20498,3910,641,267,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654218329,24408,20500,3908,641,267,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654221929,24401,20492,3909,641,267,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654225524,24404,20500,3904,647,269,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654232723,24385,20563,3822,637,264,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654239930,24365,20610,3755,633,262,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654243534,24364,20592,3772,636,263,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654247126,24362,20592,3770,635,261,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654250720,24354,20588,3766,635,261,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654257916,24355,20582,3773,635,261,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654261518,24355,20583,3772,635,261,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654265120,24352,20582,3770,635,262,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654272322,24353,20584,3769,635,262,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654279533,24349,20587,3762,635,262,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654293927,24348,20587,3761,634,262,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654297519,24348,20585,3763,634,262,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654301131,24350,20588,3762,634,262,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654304733,24350,20583,3767,634,263,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654311929,24324,20553,3771,628,262,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654315526,24308,20519,3789,627,264,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654322722,24257,20367,3890,621,261,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654326329,24226,20290,3936,615,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654329915,24208,20208,4000,614,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654337120,24204,20185,4019,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654344317,24204,20186,4018,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654351530,24204,20183,4021,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654355127,24201,20184,4017,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654362331,24202,20188,4014,616,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654373133,24202,20184,4018,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654376721,24204,20172,4032,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654380328,24204,20171,4033,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654383916,24204,20168,4036,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654387523,24198,20161,4037,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654394729,24201,20172,4029,617,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654398316,24206,20158,4048,618,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654401933,24195,20086,4109,623,256,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654409128,24161,19866,4295,621,255,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654412725,24171,19795,4376,618,254,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654416324,24140,19760,4380,614,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654419922,24140,19748,4392,613,251,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654427129,24140,19741,4399,611,251,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654430726,24133,19730,4403,612,251,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654437922,24135,19730,4405,613,251,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654441530,24135,19735,4400,614,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654445127,24135,19733,4402,614,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654448716,24136,19735,4401,614,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654452323,24136,19732,4404,613,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654459527,24136,19734,4402,613,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654466732,24137,19725,4412,612,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654473916,24138,19709,4429,609,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654481131,24137,19711,4426,608,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654488313,24117,19635,4482,608,253,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654495519,24070,19591,4479,630,261,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654499127,24084,19571,4513,625,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654506322,24080,19574,4506,631,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654509930,24081,19569,4512,630,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654517128,24081,19574,4507,630,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654520715,24081,19575,4506,630,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654524323,24081,19574,4507,630,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654527921,24081,19576,4505,630,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654531530,24083,19578,4505,630,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654535119,24083,19577,4506,630,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654542325,24083,19580,4503,630,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654545932,24086,19585,4501,631,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654549530,24087,19582,4505,632,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654553128,24088,19588,4500,631,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654560324,24087,19585,4502,632,259,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654567526,24091,19600,4491,632,260,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654574729,24093,19710,4383,614,254,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654581933,24185,19863,4322,618,250,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654585525,24177,19868,4309,625,254,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654589127,24216,19914,4302,621,250,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654592719,24231,19925,4306,620,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654596322,24236,19925,4311,620,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654599914,24236,19928,4308,620,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654603516,24238,19926,4312,620,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654610720,24239,19933,4306,621,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654617922,24238,19935,4303,622,248,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654625124,24238,19931,4307,622,248,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654635925,24241,19939,4302,624,248,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654643116,24242,19940,4302,626,248,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654646717,24242,19936,4306,626,248,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654650328,24247,19939,4308,627,248,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654653918,24249,19945,4304,626,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654661128,24277,20070,4207,637,250,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654664730,24307,20237,4070,644,254,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654668332,24327,20344,3983,629,252,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654671923,24327,20382,3945,626,251,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654675516,24318,20358,3960,622,251,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654679130,24323,20362,3961,623,251,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654686317,24323,20340,3983,618,249,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654700727,24354,20371,3983,618,250,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654722329,24354,20370,3984,618,250,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654722329,24349,20364,3985,617,250,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654729515,24351,20373,3978,614,250,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654733123,24354,20372,3982,614,250,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654736723,24363,20384,3979,612,249,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654740322,24361,20392,3969,611,249,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654743928,24369,20418,3951,601,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654751129,24347,20476,3871,604,239,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654754721,24366,20524,3842,612,239,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654761917,24421,20596,3825,622,240,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654765521,24419,20591,3828,623,239,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654772722,24415,20580,3835,622,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654808733,24403,20566,3837,621,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654815925,24403,20564,3839,621,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654819530,24403,20555,3848,623,239,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654823122,24400,20544,3856,623,239,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654830322,24381,20540,3841,630,244,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654833924,24336,20437,3899,634,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654837526,24320,20404,3916,635,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654844722,24264,20339,3925,630,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
